date,open,high,low,close,volume
2026-07-23,5.182000160217285,5.192999839782715,5.164000034332275,5.171000003814697,0
2026-07-24,5.160999774932861,5.166999816894531,5.133999824523926,5.1620001792907715,0
2026-07-27,5.127999782562256,5.145999908447266,5.120999813079834,5.125,0
2026-07-28,5.122000217437744,5.125999927520752,5.085000038146973,5.0960001945495605,0
2026-07-29,5.109000205993652,5.150000095367432,5.098999977111816,5.14300012588501,0
2026-07-30,5.198999881744385,5.228000164031982,5.191999912261963,5.208000183105469,0
2026-08-03,5.216000080108643,5.243000030517578,5.214000225067139,5.230999946594238,0
2026-08-04,5.218999862670898,5.224999904632568,5.184999942779541,5.190000057220459,0
2026-08-05,5.160999774932861,5.188000202178955,5.1570000648498535,5.173999786376953,0
2026-08-06,5.198999881744385,5.2179999351501465,5.179999828338623,5.2129998207092285,0
2026-08-07,5.2170000076293945,5.230999946594238,5.171999931335449,5.210999965667725,0
2026-08-10,5.205999851226807,5.247000217437744,5.204999923706055,5.243000030517578,0
2026-08-11,5.243000030517578,5.251999855041504,5.218999862670898,5.236000061035156,0
2026-08-12,5.214000225067139,5.250999927520752,5.206999778747559,5.247000217437744,0
2026-08-13,5.236000061035156,5.238999843597412,5.181000232696533,5.2129998207092285,0
2026-08-14,5.235000133514404,5.2729997634887695,5.2170000076293945,5.264999866485596,0
2026-08-17,5.269000053405762,5.315999984741211,5.269000053405762,5.309000015258789,0
2026-08-18,5.320000171661377,5.326000213623047,5.2820000648498535,5.284999847412109,0
2026-08-19,5.269000053405762,5.269000053405762,5.183000087738037,5.193999767303467,0
