date,open,high,low,close,volume
2022-01-03,146.41000366210938,146.94000244140625,144.27999877929688,144.3000030517578,33860400
2022-01-04,143.61000061035156,144.1300048828125,142.74000549316406,143.6999969482422,21996400
2022-01-05,144.13999938964844,144.16000366210938,142.7100067138672,142.9199981689453,20911700
2022-01-06,142.58999633789062,143.44000244140625,142.2899932861328,143.2899932861328,18996400
2022-01-07,143.1300048828125,143.24000549316406,141.55999755859375,142.25999450683594,18756800
2022-01-10,141.64999389648438,142.80999755859375,141.36000061035156,142.61000061035156,13775800
2022-01-11,142.8800048828125,143.6300048828125,142.6999969482422,143.55999755859375,24388700
2022-01-12,143.89999389648438,144.00999450683594,143.0,143.00999450683594,14440600
2022-01-13,143.38999938964844,144.4199981689453,143.02999877929688,144.27999877929688,15166000
2022-01-14,143.4199981689453,143.4600067138672,141.7899932861328,142.10000610351562,22997500
2022-01-18,140.9600067138672,141.30999755859375,140.02000427246094,140.10000610351562,21171700
2022-01-19,140.52999877929688,141.7100067138672,140.30999755859375,141.07000732421875,17930500
2022-01-20,141.3699951171875,141.99000549316406,141.08999633789062,141.94000244140625,13959000
2022-01-21,143.39999389648438,144.10000610351562,142.6699981689453,143.6300048828125,28916600
2022-01-24,144.3000030517578,144.3699951171875,142.42999267578125,142.4499969482422,25001600
2022-01-25,143.11000061035156,143.7100067138672,141.8000030517578,142.22000122070312,15599000
2022-01-26,142.25999450683594,142.57000732421875,140.49000549316406,140.5,23655500
2022-01-27,142.41000366210938,143.3699951171875,142.3300018310547,143.0800018310547,21501800
2022-01-28,142.08999633789062,143.4600067138672,141.85000610351562,143.1300048828125,12826500
2022-01-31,142.17999267578125,142.9499969482422,141.9600067138672,142.38999938964844,13998400
2022-02-01,142.27999877929688,142.36000061035156,141.05999755859375,141.72000122070312,20806100
2022-02-02,141.9499969482422,143.57000732421875,141.92999267578125,142.1999969482422,18404600
2022-02-03,140.44000244140625,141.47999572753906,140.17999267578125,141.08999633789062,17234100
2022-02-04,139.85000610351562,140.13999938964844,138.77999877929688,139.00999450683594,23609800
2022-02-07,138.91000366210938,139.30999755859375,138.5500030517578,139.10000610351562,12962400
2022-02-08,138.2100067138672,138.5800018310547,137.82000732421875,138.1699981689453,16269200
2022-02-09,138.72000122070312,139.3699951171875,138.19000244140625,138.42999267578125,14349100
2022-02-10,137.66000366210938,137.8300018310547,135.83999633789062,136.22999572753906,30896200
2022-02-11,136.8699951171875,138.50999450683594,135.36000061035156,138.25,43210300
2022-02-14,137.1300048828125,137.74000549316406,135.97000122070312,136.52999877929688,23157400
2022-02-15,135.60000610351562,135.83999633789062,134.94000244140625,134.97999572753906,18198500
2022-02-16,135.9499969482422,136.07000732421875,134.50999450683594,135.77999877929688,16473700
2022-02-17,136.4499969482422,137.57000732421875,135.89999389648438,136.7899932861328,24508200
2022-02-18,137.52000427246094,138.3699951171875,137.16000366210938,138.22999572753906,17522600
2022-02-22,137.69000244140625,138.6699981689453,137.47000122070312,138.58999633789062,19534000
2022-02-23,137.67999267578125,137.85000610351562,136.57000732421875,136.67999267578125,17757800
2022-02-24,139.10000610351562,139.3699951171875,136.25,136.77000427246094,28150400
2022-02-25,136.86000061035156,137.30999755859375,136.17999267578125,136.8699951171875,15025400
2022-02-28,138.42999267578125,140.0399932861328,138.32000732421875,139.8699951171875,25817700
2022-03-01,140.36000061035156,142.3300018310547,140.0,141.3000030517578,35664400
2022-03-02,139.83999633789062,140.4199981689453,136.41000366210938,136.47000122070312,30397400
2022-03-03,137.49000549316406,138.6999969482422,137.02000427246094,137.86000061035156,20649100
2022-03-04,140.36000061035156,140.82000732421875,139.30999755859375,140.24000549316406,25853100
2022-03-07,139.1199951171875,140.63999938964844,138.77000427246094,139.1699981689453,23710900
2022-03-08,137.50999450683594,138.25,137.25,137.77000427246094,28331300
2022-03-09,137.07000732421875,137.33999633789062,136.1300048828125,136.4199981689453,18819200
2022-03-10,134.8300018310547,135.1699981689453,133.72000122070312,134.4600067138672,26868900
2022-03-11,134.3300018310547,135.4499969482422,134.2100067138672,134.91000366210938,15583800
2022-03-14,132.6999969482422,132.88999938964844,131.72000122070312,131.75999450683594,24385000
2022-03-15,132.86000061035156,133.14999389648438,131.19000244140625,131.52999877929688,17518800
2022-03-16,131.8300018310547,133.1300048828125,130.32000732421875,132.82000732421875,25857700
2022-03-17,132.82000732421875,133.33999633789062,131.07000732421875,131.8300018310547,19330600
